Loading data...
{'sympathy_and_emotional_support': 0, 'not_related_or_irrelevant': 1, 'infrastructure_and_utilities_damage': 2, 'other_useful_information': 3, 'injured_or_dead_people': 4, 'caution_and_advice': 5, 'displaced_people_and_evacuations': 6, 'donation_needs_or_offers_or_volunteering_services': 7, 'missing_trapped_or_found_people': 8}
Max Document length: 2407
Vocabulary Size: 1
Train/Dev split: 9226/1025
Writing to /home/ubuntu/Project/runs/1550605378

2019-02-19T19:43:00.992332: step 1, loss 11.988, accuracy 0.0625, precision [0.0, 0.25, nan, 0.0, 0.0, nan, 0.0, 0.0, nan], recall [0.0, 0.125, nan, 0.0, 0.0, nan, 0.0, nan, nan]
2019-02-19T19:44:50.075426: step 667, loss 2.02901, accuracy 0.1875, precision [0.0, 0.0, 0.5, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, nan, 1.0, 0.2222222222222222, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:44:50.222777: step 668, loss 1.79408, accuracy 0.25, precision [0.6666666666666666, 1.0, 0.0, 0.16666666666666666, 0.0, nan, nan, 0.0, 0.0], recall [1.0, 0.3333333333333333, nan, 0.25, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:44:50.376460: step 669, loss 2.2487, accuracy 0.1875, precision [0.0, 0.25, 0.0, 0.3333333333333333, 0.5, 0.0, nan, nan, nan], recall [0.0, 0.25, nan, 0.3333333333333333, 0.16666666666666666, nan, nan, 0.0, nan]
2019-02-19T19:44:50.527040: step 670, loss 1.60675, accuracy 0.4375, precision [0.0, 0.5, 0.0, 0.6, 1.0, nan, nan, 0.5, nan], recall [0.0, 0.5, 0.0, 0.6, 0.6666666666666666, nan, nan, 0.3333333333333333, nan]
2019-02-19T19:44:50.679778: step 671, loss 1.56196, accuracy 0.375, precision [1.0, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, nan, nan, 0.5, nan], recall [0.5, 0.5, 1.0, 0.0, 0.2, nan, nan, 0.3333333333333333, nan]
2019-02-19T19:44:50.830019: step 672, loss 1.89511, accuracy 0.3125, precision [nan, 0.0, 0.4, 0.25, 0.5, 1.0, 0.0, 0.0, 0.0], recall [0.0, 0.0, 0.5, 0.3333333333333333, 0.3333333333333333, 1.0, nan, 0.0, nan]
2019-02-19T19:44:50.976791: step 673, loss 1.53576, accuracy 0.4375, precision [0.0, 0.6666666666666666, 1.0, 0.5, 0.5, 0.0, nan, 0.0, nan], recall [nan, 1.0, 0.3333333333333333, 0.25, 0.6666666666666666, nan, nan, 0.0, nan]
2019-02-19T19:44:51.124575: step 674, loss 1.73763, accuracy 0.375, precision [1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.5, nan, 0.0, 0.0, nan], recall [1.0, 0.5, 0.3333333333333333, 0.0, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:44:51.269819: step 675, loss 2.07984, accuracy 0.1875, precision [0.0, 0.16666666666666666, 0.0, 0.5, 0.0, nan, nan, 0.0, 0.0], recall [nan, 1.0, 0.0, 0.3333333333333333, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:44:51.419628: step 676, loss 1.93295, accuracy 0.25, precision [0.5, 0.3333333333333333, 1.0, 0.0, 0.3333333333333333, 0.0, nan, nan, 0.0], recall [0.5, 0.5, 0.16666666666666666, 0.0, 0.25, nan, nan, nan, nan]
2019-02-19T19:44:51.566234: step 677, loss 2.00017, accuracy 0.1875, precision [nan, 0.0, 1.0, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0, nan, nan], recall [0.0, nan, 0.1111111111111111, 0.25, 0.5, nan, nan, nan, nan]
2019-02-19T19:44:51.715293: step 678, loss 1.35822, accuracy 0.5, precision [nan, 0.0, 0.0, 0.7142857142857143, 0.6666666666666666, nan, nan, 0.5, nan], recall [0.0, 0.0, 0.0, 0.5555555555555556, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:44:51.866348: step 679, loss 1.51814, accuracy 0.5625, precision [0.0, 1.0, 1.0, 0.5, 0.6, 0.0, 0.0, 1.0, nan], recall [nan, 0.5, 0.5, 0.3333333333333333, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:44:52.016297: step 680, loss 1.60461, accuracy 0.375, precision [0.0, 0.2, 0.0, 0.6666666666666666, 1.0, nan, 0.0, nan, nan], recall [nan, 0.5, 0.0, 0.4, 0.5, nan, nan, nan, nan]
2019-02-19T19:44:52.161786: step 681, loss 2.11229, accuracy 0.375, precision [1.0, 1.0, nan, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [1.0, 0.5, 0.0, 0.36363636363636365, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:52.310329: step 682, loss 2.2363, accuracy 0.375, precision [nan, 0.0, 0.0, 1.0, 0.5, 0.0, nan, 0.0, 0.0], recall [nan, nan, 0.0, 0.3076923076923077, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:52.459612: step 683, loss 1.47607, accuracy 0.4375, precision [1.0, 0.25, nan, 0.6666666666666666, 0.5, nan, nan, 0.0, 0.0], recall [0.4, 1.0, 0.0, 0.3333333333333333, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:44:52.606139: step 684, loss 1.52527, accuracy 0.5625, precision [nan, 0.5, 0.5, 1.0, 1.0, 0.0, 0.0, 0.0, nan], recall [nan, 1.0, 1.0, 0.36363636363636365, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:52.758428: step 685, loss 1.60608, accuracy 0.4375, precision [0.25, 0.0, 0.0, 1.0, 0.5, 0.0, nan, nan, nan], recall [0.5, 0.0, nan, 0.4, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:44:52.909973: step 686, loss 1.61347, accuracy 0.4375, precision [0.0, nan, 0.5, 0.625, 1.0, 0.0, 0.0, 0.0, nan], recall [nan, 0.0, 1.0, 0.5555555555555556, 0.25, nan, nan, nan, nan]
2019-02-19T19:44:53.061729: step 687, loss 1.4714, accuracy 0.6875, precision [1.0, 1.0, 0.0, 0.7, 1.0, nan, nan, 0.0, nan], recall [0.6666666666666666, 0.25, nan, 1.0, 0.5, nan, nan, nan, nan]
2019-02-19T19:44:53.209203: step 688, loss 1.7121, accuracy 0.5, precision [nan, 1.0, 0.0, 1.0, 0.3333333333333333, 0.0, nan, 0.0, nan], recall [nan, 0.5, nan, 0.45454545454545453, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:44:53.357439: step 689, loss 1.92536, accuracy 0.25, precision [0.0, 0.5, 0.0, 0.5, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 0.75, 0.0, 0.1, nan, nan, nan, nan, nan]
2019-02-19T19:44:53.509623: step 690, loss 1.27253, accuracy 0.5625, precision [0.0, 0.5, nan, 1.0, 1.0, 0.0, 0.0, nan, nan], recall [nan, 0.25, nan, 0.7142857142857143, 0.6, nan, nan, nan, nan]
2019-02-19T19:44:53.662766: step 691, loss 2.06969, accuracy 0.3125, precision [0.0, 0.3333333333333333, 0.0, 1.0, 0.5, 0.0, 0.0, 0.5, nan], recall [nan, 1.0, nan, 0.2, 0.25, nan, nan, 1.0, nan]
2019-02-19T19:44:53.812803: step 692, loss 1.96184, accuracy 0.1875, precision [nan, 0.0, nan, 0.75, 0.0, 0.0, nan, 0.0, 0.0], recall [nan, nan, nan, 0.2, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:53.967972: step 693, loss 1.55927, accuracy 0.375, precision [0.0, 0.6666666666666666, 0.0, 1.0, 0.3333333333333333, nan, nan, 0.0, nan], recall [nan, 1.0, nan, 0.16666666666666666, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:54.121033: step 694, loss 1.82958, accuracy 0.5625, precision [0.0, 1.0, 0.0, 1.0, 0.5, nan, nan, 0.3333333333333333, nan], recall [nan, 1.0, nan, 0.4, 0.6666666666666666, nan, nan, 1.0, nan]
2019-02-19T19:44:54.271294: step 695, loss 1.76478, accuracy 0.5, precision [nan, 1.0, 0.0, 0.6, 0.8, 0.0, nan, nan, nan], recall [0.0, 1.0, nan, 0.375, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:44:54.427055: step 696, loss 1.39632, accuracy 0.5, precision [nan, nan, 0.0, 0.5714285714285714, 0.8, nan, nan, 0.0, nan], recall [nan, 0.0, nan, 0.5714285714285714, 0.5, nan, nan, nan, nan]
2019-02-19T19:44:54.578526: step 697, loss 2.04548, accuracy 0.25, precision [0.0, 0.0, nan, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, nan], recall [nan, 0.0, nan, 0.4, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:54.730262: step 698, loss 1.68165, accuracy 0.5625, precision [0.3333333333333333, 0.3333333333333333, nan, 1.0, 0.5, nan, nan, 0.0, nan], recall [1.0, 0.3333333333333333, nan, 0.6, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:44:54.880107: step 699, loss 1.68671, accuracy 0.375, precision [0.0, 0.0, nan, 1.0, 0.6, nan, 0.0, 0.25, nan], recall [0.0, nan, nan, 0.2, 0.75, nan, nan, 1.0, nan]
2019-02-19T19:44:55.030131: step 700, loss 1.76706, accuracy 0.375, precision [1.0, 0.0, 0.0, 0.6, 0.5, nan, 0.0, 0.5, nan], recall [1.0, nan, nan, 0.3333333333333333, 0.5, 0.0, nan, 1.0, nan]
2019-02-19T19:44:55.181015: step 701, loss 1.55829, accuracy 0.375, precision [nan, 1.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, nan], recall [nan, 0.6666666666666666, nan, 0.4, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:44:55.328851: step 702, loss 1.89363, accuracy 0.4375, precision [0.0, nan, 0.0, 0.8571428571428571, 0.3333333333333333, nan, 0.0, 0.0, nan], recall [nan, nan, nan, 0.5454545454545454, 0.2, nan, nan, nan, nan]
2019-02-19T19:44:55.477981: step 703, loss 1.45297, accuracy 0.5, precision [1.0, 0.0, nan, 0.7142857142857143, 0.5, nan, 0.0, 0.3333333333333333, nan], recall [1.0, 0.0, nan, 0.5, 1.0, nan, nan, 0.5, nan]
2019-02-19T19:44:55.631540: step 704, loss 2.40214, accuracy 0.3125, precision [0.0, 0.5, 0.0, 0.6666666666666666, nan, nan, nan, nan, 0.0], recall [nan, 0.25, nan, 0.5, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:44:55.779378: step 705, loss 1.77072, accuracy 0.3125, precision [0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, nan, 0.0, 0.0], recall [nan, 0.0, nan, 0.3333333333333333, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:44:55.934645: step 706, loss 1.41161, accuracy 0.625, precision [1.0, 1.0, nan, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, nan], recall [1.0, 1.0, nan, 0.6666666666666666, 0.6666666666666666, nan, 0.0, 0.0, nan]
2019-02-19T19:44:56.084689: step 707, loss 1.52318, accuracy 0.4375, precision [1.0, nan, 0.0, 0.6666666666666666, 0.0, 0.0, nan, 0.6666666666666666, nan], recall [0.5, 0.0, nan, 0.4444444444444444, 0.0, nan, nan, 0.6666666666666666, nan]
2019-02-19T19:44:56.235664: step 708, loss 1.36547, accuracy 0.5625, precision [1.0, 0.0, 0.0, 1.0, 0.5, nan, nan, 0.0, nan], recall [1.0, 0.0, nan, 0.5, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:56.384568: step 709, loss 1.61958, accuracy 0.5, precision [nan, 0.0, nan, 0.8, 0.5, 0.0, 0.0, 1.0, 0.0], recall [nan, 0.0, nan, 0.4444444444444444, 0.6, nan, nan, 1.0, nan]
2019-02-19T19:44:56.538988: step 710, loss 1.70555, accuracy 0.6875, precision [1.0, 1.0, 0.0, 0.8333333333333334, 0.75, nan, nan, 1.0, 0.0], recall [0.3333333333333333, 1.0, nan, 0.625, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:44:56.689106: step 711, loss 1.91257, accuracy 0.3125, precision [0.0, 0.0, 0.0, 0.75, 1.0, 0.0, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.3333333333333333, 0.6666666666666666, nan, nan, 0.0, nan]
2019-02-19T19:44:56.839470: step 712, loss 1.63261, accuracy 0.375, precision [nan, 0.3333333333333333, 0.0, 0.6666666666666666, 0.6, nan, 0.0, nan, nan], recall [nan, 1.0, nan, 0.25, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:44:56.991346: step 713, loss 2.12777, accuracy 0.375, precision [nan, 0.3333333333333333, 0.0, 1.0, 0.3333333333333333, nan, 0.0, 1.0, 0.0], recall [nan, 1.0, nan, 0.25, 0.5, nan, nan, 1.0, nan]
2019-02-19T19:44:57.141583: step 714, loss 2.05904, accuracy 0.3125, precision [0.0, 0.25, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0], recall [nan, 0.5, nan, 0.25, 0.5, nan, nan, nan, nan]
2019-02-19T19:44:57.285538: step 715, loss 1.16092, accuracy 0.625, precision [0.0, 0.0, nan, 0.75, 0.75, nan, 0.0, 1.0, nan], recall [nan, nan, nan, 0.6, 0.6, nan, nan, 1.0, nan]
2019-02-19T19:44:57.438107: step 716, loss 2.09572, accuracy 0.25, precision [nan, 0.3333333333333333, 0.0, 0.5, 0.0, nan, 0.0, 0.3333333333333333, 0.0], recall [nan, 0.5, nan, 0.18181818181818182, nan, nan, nan, 0.3333333333333333, nan]
2019-02-19T19:44:57.590346: step 717, loss 1.75197, accuracy 0.4375, precision [0.0, 0.3333333333333333, 0.0, 0.8, 1.0, 0.0, 0.0, 0.0, nan], recall [nan, 1.0, 0.0, 0.36363636363636365, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:44:57.742409: step 718, loss 1.65704, accuracy 0.5, precision [nan, 0.5, nan, 1.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0], recall [0.0, 1.0, nan, 0.5555555555555556, 0.4, nan, nan, nan, nan]
2019-02-19T19:44:57.891259: step 719, loss 1.65027, accuracy 0.375, precision [1.0, 0.2, 0.5, 0.6666666666666666, 0.5, nan, 0.0, 0.0, nan], recall [0.5, 0.5, 0.5, 0.3333333333333333, 0.3333333333333333, nan, nan, 0.0, nan]
2019-02-19T19:44:58.043545: step 720, loss 1.67524, accuracy 0.3125, precision [0.0, 0.0, 0.0, 0.5, 0.6666666666666666, nan, nan, nan, nan], recall [0.0, 0.0, nan, 0.375, 0.5, nan, nan, nan, nan]
2019-02-19T19:44:58.192850: step 721, loss 1.80048, accuracy 0.3125, precision [0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, nan, 0.0, 0.0], recall [nan, 0.25, 0.0, 0.4444444444444444, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:44:58.345988: step 722, loss 1.86607, accuracy 0.4375, precision [0.5, 0.0, nan, 0.75, 0.6666666666666666, nan, 0.0, 0.3333333333333333, 0.0], recall [0.5, nan, nan, 0.5, 0.3333333333333333, nan, nan, 0.5, nan]
2019-02-19T19:44:58.494400: step 723, loss 1.98891, accuracy 0.4375, precision [0.0, 0.5, 0.0, 1.0, 1.0, 0.0, nan, 0.0, nan], recall [nan, 0.5, nan, 0.4, 0.5, nan, nan, nan, nan]
2019-02-19T19:44:58.643386: step 724, loss 1.59085, accuracy 0.5625, precision [0.0, 1.0, nan, 0.5714285714285714, 1.0, 0.0, nan, 0.3333333333333333, nan], recall [nan, 0.5, 0.0, 0.8, 0.4, nan, nan, 1.0, nan]
2019-02-19T19:44:58.796050: step 725, loss 1.66274, accuracy 0.375, precision [0.0, 0.25, nan, 0.5, 0.6, 0.0, 0.0, nan, nan], recall [nan, 0.3333333333333333, nan, 0.25, 0.6, nan, nan, nan, nan]
2019-02-19T19:44:58.951602: step 726, loss 1.43825, accuracy 0.5, precision [1.0, 0.75, 0.3333333333333333, 0.6, 0.0, 0.0, 0.0, nan, nan], recall [1.0, 0.75, 1.0, 0.3333333333333333, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:59.103578: step 727, loss 2.12328, accuracy 0.3125, precision [0.0, 0.25, nan, 1.0, 0.5, nan, 0.0, 0.0, 0.3333333333333333], recall [nan, 0.3333333333333333, nan, 0.125, 0.6666666666666666, nan, nan, 0.0, 1.0]
2019-02-19T19:44:59.253874: step 728, loss 1.89631, accuracy 0.3125, precision [nan, 1.0, 0.0, 0.5, nan, nan, 0.0, 0.0, 0.0], recall [0.0, 0.75, nan, 0.4, 0.0, nan, 0.0, 0.0, nan]
2019-02-19T19:44:59.402588: step 729, loss 1.85503, accuracy 0.25, precision [0.0, 0.6666666666666666, nan, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0], recall [0.0, 0.6666666666666666, nan, 0.18181818181818182, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:59.553447: step 730, loss 1.41393, accuracy 0.5, precision [0.0, 0.6, 0.0, 0.6, 1.0, nan, nan, 0.0, nan], recall [0.0, 0.6, nan, 0.5, 0.6666666666666666, nan, nan, 0.0, nan]
2019-02-19T19:44:59.708864: step 731, loss 1.9935, accuracy 0.25, precision [nan, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.25, nan, 0.3333333333333333, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:44:59.857652: step 732, loss 1.85339, accuracy 0.4375, precision [0.0, nan, 1.0, 0.6666666666666666, 0.3333333333333333, nan, nan, nan, 0.0], recall [nan, 0.0, 1.0, 0.4444444444444444, 0.6666666666666666, nan, nan, nan, 0.0]
2019-02-19T19:45:00.006216: step 733, loss 1.65619, accuracy 0.375, precision [nan, 0.5, 0.0, 0.5, 0.0, 0.0, nan, 0.5, nan], recall [nan, 0.3333333333333333, nan, 0.3333333333333333, nan, nan, nan, 0.5, nan]
2019-02-19T19:45:00.153810: step 734, loss 2.01957, accuracy 0.375, precision [0.0, 0.0, 0.0, 0.625, 0.5, 0.0, nan, 0.0, nan], recall [nan, 0.0, 0.0, 0.625, 0.5, nan, nan, 0.0, 0.0]
2019-02-19T19:45:00.302703: step 735, loss 1.53927, accuracy 0.5625, precision [0.3333333333333333, 0.3333333333333333, 0.5, 0.8333333333333334, 1.0, nan, nan, nan, 0.0], recall [1.0, 1.0, 1.0, 0.5555555555555556, 1.0, nan, nan, 0.0, 0.0]
2019-02-19T19:45:00.452632: step 736, loss 1.86974, accuracy 0.4375, precision [0.0, 0.5, 0.0, 0.75, 1.0, nan, nan, 0.0, 0.0], recall [nan, 0.3333333333333333, 0.0, 0.3333333333333333, 1.0, nan, nan, nan, nan]
2019-02-19T19:45:00.605876: step 737, loss 1.9741, accuracy 0.4375, precision [0.0, 1.0, 0.0, 1.0, 0.0, nan, 0.0, nan, 0.0], recall [nan, 1.0, nan, 0.4, nan, nan, nan, nan, nan]
2019-02-19T19:45:00.762027: step 738, loss 1.49295, accuracy 0.5, precision [0.0, 0.2, 0.0, 0.8333333333333334, 1.0, nan, nan, 0.0, nan], recall [nan, 0.5, 0.0, 0.45454545454545453, 1.0, nan, nan, nan, nan]
2019-02-19T19:45:00.907882: step 739, loss 1.12763, accuracy 0.8125, precision [nan, 0.5, 1.0, 0.875, 0.6666666666666666, nan, nan, 1.0, nan], recall [nan, 1.0, 1.0, 0.875, 0.5, nan, nan, 1.0, nan]
2019-02-19T19:45:01.054203: step 740, loss 1.71648, accuracy 0.4375, precision [0.0, 0.25, 0.0, 0.75, nan, nan, nan, 0.0, nan], recall [nan, 0.5, 0.0, 0.5454545454545454, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:45:01.203447: step 741, loss 2.15529, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.8, nan, 0.0, 0.0, 0.0, nan], recall [0.0, nan, 0.0, 0.3333333333333333, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:45:01.350970: step 742, loss 1.68244, accuracy 0.4375, precision [0.5, 1.0, nan, 0.8333333333333334, 0.0, 0.0, nan, 0.0, 0.0], recall [1.0, 0.5, 0.0, 0.4166666666666667, nan, nan, nan, nan, nan]
2019-02-19T19:45:01.499703: step 743, loss 2.06578, accuracy 0.4375, precision [nan, 0.5, 0.0, 1.0, 0.5, 0.0, nan, 0.0, nan], recall [nan, 0.5, nan, 0.3333333333333333, 1.0, nan, nan, nan, nan]
2019-02-19T19:45:01.647092: step 744, loss 1.46298, accuracy 0.5625, precision [0.0, 1.0, 0.0, 0.8571428571428571, 0.3333333333333333, nan, nan, 0.0, nan], recall [nan, 1.0, 0.0, 0.5, 1.0, nan, nan, nan, nan]
2019-02-19T19:45:01.795317: step 745, loss 2.03121, accuracy 0.4375, precision [0.0, 0.0, 0.0, 1.0, 0.0, nan, nan, 0.5, 0.0], recall [0.0, nan, nan, 0.38461538461538464, nan, nan, nan, 1.0, nan]
2019-02-19T19:45:01.943077: step 746, loss 2.27136, accuracy 0.1875, precision [0.0, 1.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0], recall [nan, 1.0, 0.0, 0.15384615384615385, nan, nan, nan, 0.0, nan]
2019-02-19T19:45:02.097124: step 747, loss 2.14573, accuracy 0.375, precision [0.0, 0.0, 0.0, 0.8333333333333334, 0.3333333333333333, nan, 0.0, 0.0, 0.0], recall [nan, nan, 0.0, 0.38461538461538464, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:45:02.251710: step 748, loss 1.92534, accuracy 0.4375, precision [0.0, 0.0, 0.0, 0.8, 1.0, 0.0, 0.0, 0.5, nan], recall [0.0, nan, 0.0, 0.4444444444444444, 0.6666666666666666, nan, nan, 0.5, nan]
2019-02-19T19:45:02.404744: step 749, loss 1.45342, accuracy 0.5, precision [1.0, 0.5, 1.0, 0.5, 0.6666666666666666, 0.0, 0.0, nan, nan], recall [1.0, 0.5, 0.3333333333333333, 0.2, 0.8, nan, nan, nan, nan]
2019-02-19T19:45:02.556210: step 750, loss 1.63698, accuracy 0.5, precision [0.5, 0.0, 0.2, 0.6, 1.0, nan, nan, nan, nan], recall [1.0, 0.0, 1.0, 0.5, 0.6, nan, nan, 0.0, nan]

Evaluation:
[[ 22  29   0  31   2   0   0   2   0]
 [  2  78   1  75   5   0   0   3   0]
 [  1   3  10  64  13   0   0   0   0]
 [  0  28  14 241  18   0   0   3   0]
 [  1   3   1  87  79   0   0   0   0]
 [  0   3   2  38   6   0   0   2   0]
 [  1   0   0  17   7   0   0   1   0]
 [  4   6   1  53   9   0   0  34   0]
 [  1   1   0  21   2   0   0   0   0]]
2019-02-19T19:45:04.980591: step 750, loss 1.62286, accuracy 0.452683, precision [0.2558139534883721, 0.47560975609756095, 0.10989010989010989, 0.7927631578947368, 0.4619883040935672, 0.0, 0.0, 0.3177570093457944, 0.0], recall [0.6875, 0.5165562913907285, 0.3448275862068966, 0.3843700159489633, 0.5602836879432624, nan, nan, 0.7555555555555555, nan]

Saved model checkpoint to /home/ubuntu/Project/runs/1550605378/checkpoints/model-750

2019-02-19T19:45:05.211833: step 751, loss 1.8784, accuracy 0.375, precision [0.0, 0.0, 0.0, 0.7142857142857143, nan, nan, nan, 0.5, nan], recall [0.0, 0.0, 0.0, 0.8333333333333334, 0.0, nan, nan, 0.5, nan]
2019-02-19T19:45:05.358630: step 752, loss 2.01256, accuracy 0.375, precision [0.3333333333333333, 0.0, 0.0, 1.0, 0.6666666666666666, nan, 0.0, 0.0, nan], recall [1.0, 0.0, 0.0, 0.3, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:45:05.509385: step 753, loss 1.75906, accuracy 0.375, precision [0.3333333333333333, 0.2, 0.0, 0.5, 0.6666666666666666, nan, nan, 0.5, nan], recall [0.5, 0.5, 0.0, 0.2, 0.6666666666666666, nan, nan, 0.5, nan]
2019-02-19T19:45:05.659766: step 754, loss 2.2584, accuracy 0.25, precision [0.3333333333333333, 0.4, nan, 0.16666666666666666, nan, 0.0, nan, nan, 0.0], recall [0.5, 0.6666666666666666, nan, 0.3333333333333333, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:45:05.813528: step 755, loss 1.4926, accuracy 0.375, precision [0.0, 1.0, 0.5, 0.2, 1.0, nan, 0.0, 0.5, nan], recall [0.0, 1.0, 0.3333333333333333, 0.25, 0.3333333333333333, nan, nan, 0.3333333333333333, nan]
2019-02-19T19:45:05.970971: step 756, loss 1.53583, accuracy 0.5, precision [1.0, 0.0, nan, 0.4, 0.6666666666666666, nan, 0.0, 0.5, nan], recall [0.3333333333333333, nan, 0.0, 0.5, 0.5714285714285714, nan, nan, 1.0, nan]
2019-02-19T19:45:06.115618: step 757, loss 1.81102, accuracy 0.5, precision [nan, 0.3333333333333333, 1.0, 0.6666666666666666, 0.4, nan, 0.0, nan, nan], recall [0.0, 1.0, 0.5, 0.4444444444444444, 1.0, nan, nan, nan, nan]
2019-02-19T19:45:06.265312: step 758, loss 2.10627, accuracy 0.25, precision [0.0, 0.2, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 0.5, nan, 0.25, nan, nan, nan, nan, nan]
2019-02-19T19:45:06.416639: step 759, loss 1.40984, accuracy 0.6875, precision [0.0, 0.6666666666666666, nan, 0.875, 1.0, 0.0, nan, nan, nan], recall [nan, 0.5, nan, 0.7, 1.0, nan, nan, nan, nan]
2019-02-19T19:45:06.565390: step 760, loss 1.47971, accuracy 0.5625, precision [0.6666666666666666, 0.2, nan, 0.8333333333333334, 1.0, nan, 0.0, nan, nan], recall [0.6666666666666666, 1.0, 0.0, 0.5555555555555556, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:45:06.717973: step 761, loss 1.40897, accuracy 0.625, precision [0.0, 0.8, nan, 0.8, 0.5, nan, 0.0, nan, nan], recall [nan, 0.8, 0.0, 0.5, 1.0, nan, nan, nan, nan]
2019-02-19T19:45:06.866805: step 762, loss 1.67792, accuracy 0.5, precision [0.0, 0.5, 0.0, 0.7777777777777778, 0.0, 0.0, nan, nan, 0.0], recall [0.0, 0.3333333333333333, 0.0, 0.6363636363636364, nan, nan, nan, nan, nan]
2019-02-19T19:45:07.016049: step 763, loss 1.80926, accuracy 0.375, precision [nan, 0.4, 0.0, 0.4, 1.0, nan, 0.0, 0.0, nan], recall [0.0, 0.3333333333333333, nan, 0.3333333333333333, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:45:07.167732: step 764, loss 1.19436, accuracy 0.625, precision [1.0, 1.0, nan, 0.6666666666666666, 0.8, 0.0, 0.0, 0.0, nan], recall [1.0, 0.75, nan, 0.2857142857142857, 1.0, nan, nan, nan, nan]
2019-02-19T19:45:07.321407: step 765, loss 1.84856, accuracy 0.375, precision [1.0, nan, 0.0, 0.75, 0.3333333333333333, 0.0, nan, 0.5, nan], recall [0.3333333333333333, 0.0, nan, 0.42857142857142855, 0.3333333333333333, nan, nan, 0.5, nan]
2019-02-19T19:45:07.471253: step 766, loss 1.86171, accuracy 0.3125, precision [nan, 0.3333333333333333, 0.0, 1.0, 0.0, nan, 0.0, 0.3333333333333333, nan], recall [0.0, 1.0, nan, 0.25, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:45:07.621150: step 767, loss 1.60374, accuracy 0.5, precision [nan, 0.0, 0.5, 0.6666666666666666, 0.6666666666666666, 0.0, nan, 1.0, nan], recall [0.0, nan, 0.5, 0.4, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:45:07.769192: step 768, loss 1.65563, accuracy 0.5, precision [0.0, 1.0, 0.0, 0.8333333333333334, 0.4, nan, nan, 0.0, nan], recall [nan, 0.3333333333333333, nan, 0.45454545454545453, 1.0, nan, nan, nan, nan]
