Loading data...
{'sympathy_and_emotional_support': 0, 'not_related_or_irrelevant': 1, 'infrastructure_and_utilities_damage': 2, 'other_useful_information': 3, 'injured_or_dead_people': 4, 'caution_and_advice': 5, 'displaced_people_and_evacuations': 6, 'donation_needs_or_offers_or_volunteering_services': 7, 'missing_trapped_or_found_people': 8}
Max Document length: 2407
Vocabulary Size: 1
Train/Dev split: 9226/1025
Writing to /home/ubuntu/Project/runs/1550606084

2019-02-19T19:54:46.199786: step 1, loss 10.4362, accuracy 0.125, precision [0.0, 1.0, 0.0, 0.1111111111111111, nan, 0.0, nan, 0.0, nan], recall [nan, 0.25, nan, 0.3333333333333333, 0.0, nan, 0.0, 0.0, 0.0]
2019-02-19T19:56:57.041240: step 791, loss 1.70275, accuracy 0.375, precision [0.0, 0.0, nan, 1.0, 0.14285714285714285, nan, nan, nan, nan], recall [nan, nan, nan, 0.3333333333333333, 1.0, nan, nan, nan, nan]
2019-02-19T19:56:57.187398: step 792, loss 2.20797, accuracy 0.125, precision [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, nan, 0.0, 0.0], recall [nan, nan, nan, 0.125, nan, nan, nan, nan, nan]
2019-02-19T19:56:57.332045: step 793, loss 2.04436, accuracy 0.125, precision [0.0, 0.5, 0.0, 0.0, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.6666666666666666, nan, 0.0, nan, nan, nan, nan, nan]
2019-02-19T19:56:57.484493: step 794, loss 2.0058, accuracy 0.375, precision [0.0, 0.5, 0.0, 0.8333333333333334, 0.0, nan, nan, 0.0, 0.0], recall [nan, 0.5, nan, 0.35714285714285715, nan, nan, nan, nan, nan]
2019-02-19T19:56:57.637190: step 795, loss 1.96557, accuracy 0.3125, precision [0.5, nan, 0.0, 0.75, 0.3333333333333333, 0.0, 0.0, 0.0, nan], recall [0.5, nan, nan, 0.25, 0.5, nan, nan, nan, nan]
2019-02-19T19:56:57.786996: step 796, loss 2.19831, accuracy 0.25, precision [0.0, 0.25, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [nan, 1.0, nan, 0.2, nan, nan, nan, nan, nan]
2019-02-19T19:56:57.934688: step 797, loss 1.86998, accuracy 0.4375, precision [nan, 0.25, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [nan, 1.0, 0.0, 0.46153846153846156, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:58.083956: step 798, loss 2.03351, accuracy 0.1875, precision [0.25, 0.0, 0.0, 0.6666666666666666, 0.0, nan, 0.0, 0.0, 0.0], recall [0.5, 0.0, nan, 0.16666666666666666, nan, nan, nan, nan, nan]
2019-02-19T19:56:58.240688: step 799, loss 1.82492, accuracy 0.3125, precision [0.0, 1.0, nan, 1.0, 0.16666666666666666, 0.0, 0.0, 0.0, nan], recall [nan, 1.0, nan, 0.21428571428571427, 1.0, nan, nan, nan, nan]
2019-02-19T19:56:58.393441: step 800, loss 2.21139, accuracy 0.1875, precision [0.0, 1.0, 0.0, 0.5, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 0.2, nan, 0.2222222222222222, nan, nan, nan, 0.0, nan]
2019-02-19T19:56:58.543625: step 801, loss 1.90452, accuracy 0.3125, precision [0.0, 0.0, 0.0, 1.0, 0.0, nan, nan, 0.0, nan], recall [nan, 0.0, nan, 0.35714285714285715, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:58.696779: step 802, loss 1.97265, accuracy 0.4375, precision [0.0, 0.0, 0.0, 0.8571428571428571, 1.0, 0.0, nan, 0.0, nan], recall [nan, 0.0, nan, 0.5454545454545454, 0.5, nan, nan, nan, nan]
2019-02-19T19:56:58.851671: step 803, loss 1.77854, accuracy 0.3125, precision [0.0, 0.3333333333333333, 0.0, 0.8, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.3333333333333333, 0.0, 0.36363636363636365, nan, nan, nan, 0.0, nan]
2019-02-19T19:56:59.001346: step 804, loss 1.9423, accuracy 0.5, precision [0.3333333333333333, 1.0, 0.0, 1.0, nan, 0.0, nan, nan, 0.0], recall [1.0, 0.2, nan, 0.6, nan, nan, nan, nan, nan]
2019-02-19T19:56:59.145455: step 805, loss 2.02752, accuracy 0.375, precision [0.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], recall [nan, 0.5, 0.0, 0.4166666666666667, nan, nan, nan, 0.0, nan]
2019-02-19T19:56:59.297832: step 806, loss 2.02293, accuracy 0.3125, precision [0.0, 1.0, nan, 0.6666666666666666, 0.0, 0.0, nan, 0.2, 0.0], recall [nan, 0.5, nan, 0.18181818181818182, nan, nan, nan, 1.0, nan]
2019-02-19T19:56:59.450079: step 807, loss 1.83146, accuracy 0.4375, precision [0.5, 0.5, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, nan], recall [1.0, 1.0, 0.0, 0.3333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:56:59.601003: step 808, loss 1.9682, accuracy 0.1875, precision [0.5, nan, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [1.0, 0.0, nan, 0.15384615384615385, nan, nan, nan, nan, nan]
2019-02-19T19:56:59.751225: step 809, loss 2.10236, accuracy 0.1875, precision [0.0, 0.0, 0.0, 0.75, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.25, nan, nan, nan, nan, nan]
2019-02-19T19:56:59.901566: step 810, loss 1.99988, accuracy 0.0625, precision [0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.3333333333333333, nan, 0.0, nan, nan, nan, nan, nan]
2019-02-19T19:57:00.049407: step 811, loss 1.73267, accuracy 0.5, precision [0.0, 0.5, nan, 1.0, 0.0, nan, nan, 0.0, nan], recall [0.0, 1.0, nan, 0.46153846153846156, nan, nan, nan, nan, nan]
2019-02-19T19:57:00.203005: step 812, loss 1.72372, accuracy 0.3125, precision [0.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.2, nan], recall [0.0, 1.0, nan, 0.3, nan, nan, nan, 0.5, nan]
2019-02-19T19:57:00.352551: step 813, loss 2.07221, accuracy 0.3125, precision [nan, 0.5, 0.0, 1.0, 0.0, nan, 0.0, nan, 0.0], recall [0.0, 1.0, nan, 0.2857142857142857, nan, nan, nan, nan, nan]
2019-02-19T19:57:00.502116: step 814, loss 1.93699, accuracy 0.3125, precision [nan, 1.0, 0.0, 0.8, 0.0, nan, 0.0, 0.0, 0.0], recall [0.0, 0.5, nan, 0.3076923076923077, nan, nan, nan, nan, nan]
2019-02-19T19:57:00.650497: step 815, loss 1.93078, accuracy 0.5, precision [nan, 1.0, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 0.5, nan, 0.5833333333333334, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:00.802457: step 816, loss 1.87337, accuracy 0.1875, precision [0.0, 0.25, 0.0, 0.6666666666666666, 0.0, 0.0, nan, 0.0, 0.0], recall [0.0, 0.25, nan, 0.2222222222222222, nan, nan, nan, nan, nan]
2019-02-19T19:57:00.950365: step 817, loss 1.81063, accuracy 0.1875, precision [0.0, 0.0, 0.0, 0.75, 0.0, nan, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.25, nan, nan, nan, nan, nan]
2019-02-19T19:57:01.100977: step 818, loss 2.17362, accuracy 0.3125, precision [nan, 0.3333333333333333, 0.0, 1.0, 0.3333333333333333, nan, 0.0, 1.0, 0.0], recall [0.0, 0.5, nan, 0.18181818181818182, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:57:01.250281: step 819, loss 1.86763, accuracy 0.5, precision [nan, 0.4, 0.5, 0.8, nan, nan, nan, 0.25, nan], recall [0.0, 0.6666666666666666, 1.0, 0.4, nan, nan, nan, 1.0, nan]
2019-02-19T19:57:01.397418: step 820, loss 1.87937, accuracy 0.25, precision [0.0, 0.0, 0.0, 1.0, 0.0, nan, nan, 0.3333333333333333, nan], recall [nan, nan, nan, 0.2, nan, nan, nan, 1.0, nan]
2019-02-19T19:57:01.551638: step 821, loss 2.15964, accuracy 0.25, precision [0.0, 0.5, 0.0, 1.0, 0.0, 0.0, nan, 0.0, 0.0], recall [nan, 0.3333333333333333, nan, 0.23076923076923078, nan, nan, nan, nan, nan]
2019-02-19T19:57:01.699769: step 822, loss 1.58589, accuracy 0.5625, precision [0.5, nan, 0.0, 0.7777777777777778, 0.25, nan, nan, nan, nan], recall [1.0, 0.0, nan, 0.7, 0.5, nan, nan, nan, nan]
2019-02-19T19:57:01.852284: step 823, loss 1.66576, accuracy 0.375, precision [0.0, 0.5, 0.0, 1.0, 0.6666666666666666, 0.0, 0.0, 0.0, nan], recall [nan, 0.25, 0.0, 0.375, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:57:02.001845: step 824, loss 1.94024, accuracy 0.375, precision [0.0, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, nan, nan, nan], recall [nan, 0.3333333333333333, nan, 0.38461538461538464, nan, nan, nan, nan, nan]
2019-02-19T19:57:02.158955: step 825, loss 1.90558, accuracy 0.5, precision [nan, 1.0, nan, 0.75, 1.0, 0.0, 0.0, 0.0, 0.0], recall [nan, 0.2, nan, 0.6666666666666666, 0.5, nan, nan, nan, nan]
2019-02-19T19:57:02.317309: step 826, loss 1.64519, accuracy 0.5, precision [nan, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, 0.0, nan, nan], recall [0.0, 1.0, nan, 0.5384615384615384, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:02.468202: step 827, loss 1.74602, accuracy 0.3125, precision [nan, 0.5, 0.0, 0.5, 0.5, nan, nan, 0.0, nan], recall [nan, 1.0, 0.0, 0.3, 0.25, nan, nan, nan, nan]
2019-02-19T19:57:02.620192: step 828, loss 1.78794, accuracy 0.375, precision [0.0, 0.5, nan, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.3333333333333333, nan, 0.4166666666666667, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:02.775121: step 829, loss 1.77947, accuracy 0.375, precision [1.0, 0.0, nan, 0.8, 0.0, nan, nan, 0.5, 0.0], recall [1.0, 0.0, nan, 0.36363636363636365, 0.0, nan, nan, 0.5, nan]
2019-02-19T19:57:02.931310: step 830, loss 1.48741, accuracy 0.375, precision [0.0, 0.75, 0.0, 1.0, 0.25, nan, nan, 0.3333333333333333, nan], recall [nan, 0.75, nan, 0.1, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:57:03.083797: step 831, loss 1.62672, accuracy 0.375, precision [0.0, 0.6, 0.0, 1.0, 0.0, nan, 0.0, nan, nan], recall [nan, 0.75, nan, 0.25, nan, nan, nan, nan, nan]
2019-02-19T19:57:03.236220: step 832, loss 2.17041, accuracy 0.25, precision [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.2857142857142857, nan, nan, nan, nan, nan]
2019-02-19T19:57:03.387991: step 833, loss 1.74039, accuracy 0.375, precision [0.0, 0.0, 0.0, 0.8333333333333334, 0.0, nan, 0.0, 0.5, nan], recall [nan, 0.0, nan, 0.35714285714285715, nan, nan, nan, 1.0, nan]
2019-02-19T19:57:03.537310: step 834, loss 2.0679, accuracy 0.375, precision [0.0, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, nan, 0.0, 0.0], recall [nan, 0.5, nan, 0.35714285714285715, nan, nan, nan, nan, nan]
2019-02-19T19:57:03.691080: step 835, loss 1.58972, accuracy 0.5, precision [1.0, 0.0, 0.0, 1.0, 0.25, nan, nan, 0.0, nan], recall [1.0, nan, nan, 0.42857142857142855, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:03.845318: step 836, loss 2.01908, accuracy 0.25, precision [0.0, 0.16666666666666666, 0.0, 0.6666666666666666, 0.0, 0.0, nan, 1.0, nan], recall [nan, 0.5, nan, 0.15384615384615385, nan, nan, nan, 1.0, nan]
2019-02-19T19:57:03.998990: step 837, loss 2.17495, accuracy 0.4375, precision [0.25, 0.0, nan, 1.0, 0.5, 0.0, nan, 0.0, 0.0], recall [0.5, nan, nan, 0.38461538461538464, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:04.149578: step 838, loss 1.60961, accuracy 0.4375, precision [nan, 0.5, 0.0, 0.8, 0.3333333333333333, 0.0, nan, nan, nan], recall [nan, 0.5, nan, 0.4, 0.5, nan, nan, nan, nan]
2019-02-19T19:57:04.303691: step 839, loss 1.91439, accuracy 0.3125, precision [0.0, 1.0, 0.0, 0.8, 0.0, nan, nan, 0.0, 0.0], recall [nan, 1.0, nan, 0.2857142857142857, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:04.452734: step 840, loss 1.75433, accuracy 0.25, precision [0.0, 0.5, 0.0, 0.75, 0.0, nan, nan, 0.0, nan], recall [nan, 1.0, nan, 0.25, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:57:04.605630: step 841, loss 1.66627, accuracy 0.4375, precision [0.0, 0.5, 0.0, 0.75, 0.5, nan, 0.0, 0.0, nan], recall [nan, 0.5, nan, 0.375, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:57:04.757923: step 842, loss 1.60822, accuracy 0.3125, precision [0.0, 0.3333333333333333, 0.0, 0.75, 0.0, nan, nan, 0.5, nan], recall [0.0, 1.0, nan, 0.2727272727272727, 0.0, nan, nan, 0.5, nan]
2019-02-19T19:57:04.912935: step 843, loss 1.82624, accuracy 0.3125, precision [0.0, 0.0, 1.0, 0.75, 0.5, 0.0, nan, 0.0, nan], recall [nan, 0.0, 1.0, 0.375, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:57:05.068722: step 844, loss 1.7333, accuracy 0.375, precision [0.3333333333333333, 0.3333333333333333, nan, 0.75, 0.5, nan, 0.0, 0.0, nan], recall [1.0, 0.25, nan, 0.375, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:57:05.217720: step 845, loss 1.59718, accuracy 0.5625, precision [nan, nan, 0.0, 1.0, 0.5, nan, 0.0, 0.0, nan], recall [0.0, nan, nan, 0.6666666666666666, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:57:05.368966: step 846, loss 1.55472, accuracy 0.5625, precision [1.0, 0.5, 0.0, 0.8333333333333334, 0.5, nan, nan, 0.0, 0.0], recall [1.0, 1.0, nan, 0.45454545454545453, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:57:05.520077: step 847, loss 2.3364, accuracy 0.25, precision [0.0, 0.5, 0.0, 0.5, 0.3333333333333333, nan, nan, 0.0, 0.0], recall [nan, 0.4, nan, 0.1111111111111111, 0.5, nan, nan, nan, nan]
2019-02-19T19:57:05.670158: step 848, loss 1.96522, accuracy 0.3125, precision [0.3333333333333333, 0.25, nan, 0.6, 0.0, 0.0, nan, 0.0, 0.0], recall [1.0, 1.0, nan, 0.2727272727272727, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:05.822445: step 849, loss 1.58705, accuracy 0.5625, precision [nan, 0.5, 0.0, 1.0, 0.0, nan, nan, 0.0, nan], recall [nan, 0.6666666666666666, nan, 0.5833333333333334, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:05.972043: step 850, loss 1.9661, accuracy 0.375, precision [0.0, 0.0, 0.0, 1.0, 0.4, 0.0, nan, 0.0, nan], recall [nan, nan, 0.0, 0.4, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:57:06.127613: step 851, loss 1.60328, accuracy 0.5625, precision [1.0, 0.4, nan, 1.0, 0.0, nan, nan, 0.0, nan], recall [1.0, 1.0, nan, 0.5, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:06.279934: step 852, loss 1.65825, accuracy 0.4375, precision [0.0, nan, 0.0, 0.875, 0.0, nan, 0.0, 0.0, nan], recall [nan, nan, nan, 0.4666666666666667, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:06.432755: step 853, loss 1.64746, accuracy 0.5625, precision [nan, 1.0, nan, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.6666666666666666, nan, 0.5, nan, nan, nan, nan, nan]
2019-02-19T19:57:06.584889: step 854, loss 1.80765, accuracy 0.625, precision [0.0, 0.75, nan, 0.8571428571428571, nan, 0.0, 0.0, 1.0, 0.0], recall [0.0, 1.0, nan, 0.75, 0.0, nan, nan, 0.5, nan]
2019-02-19T19:57:06.734962: step 855, loss 1.88088, accuracy 0.375, precision [0.3333333333333333, nan, 0.0, 0.8333333333333334, 0.0, 0.0, 0.0, nan, nan], recall [1.0, nan, nan, 0.38461538461538464, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:06.886077: step 856, loss 2.35602, accuracy 0.125, precision [0.0, 0.5, 0.0, 1.0, 0.0, nan, nan, nan, 0.0], recall [0.0, 0.5, nan, 0.08333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:57:07.038276: step 857, loss 1.80361, accuracy 0.1875, precision [0.0, 0.25, nan, 1.0, 0.0, 0.0, nan, nan, nan], recall [0.0, 0.25, nan, 0.2, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:07.190026: step 858, loss 1.61436, accuracy 0.5, precision [0.5, 0.5, 0.0, 0.8, 0.0, nan, nan, 0.3333333333333333, nan], recall [0.6666666666666666, 0.3333333333333333, nan, 0.4444444444444444, nan, nan, nan, 1.0, nan]
2019-02-19T19:57:07.339743: step 859, loss 1.84637, accuracy 0.25, precision [0.0, 0.3333333333333333, nan, 0.75, 0.0, nan, nan, 0.0, 0.0], recall [nan, 0.25, nan, 0.2727272727272727, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:07.488108: step 860, loss 2.01516, accuracy 0.375, precision [0.0, 0.25, 0.0, 1.0, 0.0, 0.0, 0.0, nan, nan], recall [nan, 0.5, nan, 0.35714285714285715, nan, nan, nan, nan, nan]
2019-02-19T19:57:07.636853: step 861, loss 2.12485, accuracy 0.1875, precision [0.0, 0.3333333333333333, nan, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], recall [0.0, 0.25, nan, 0.18181818181818182, nan, nan, nan, nan, nan]
2019-02-19T19:57:07.785159: step 862, loss 1.71396, accuracy 0.375, precision [1.0, 0.0, 0.0, 0.5714285714285714, 0.0, nan, nan, 1.0, nan], recall [1.0, 0.0, nan, 0.36363636363636365, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:57:07.934529: step 863, loss 1.93134, accuracy 0.25, precision [0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.2727272727272727, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:08.082319: step 864, loss 2.11746, accuracy 0.125, precision [0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0], recall [nan, 0.0, nan, 0.14285714285714285, nan, nan, nan, nan, nan]
2019-02-19T19:57:08.233710: step 865, loss 1.88569, accuracy 0.3125, precision [0.0, nan, nan, 0.625, 0.0, nan, 0.0, 0.0, nan], recall [0.0, 0.0, 0.0, 0.45454545454545453, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:08.388882: step 866, loss 1.91371, accuracy 0.3125, precision [0.5, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, nan, 0.0, 1.0, 0.0], recall [0.5, nan, nan, 0.16666666666666666, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:57:08.542589: step 867, loss 1.77349, accuracy 0.4375, precision [0.0, 1.0, 0.0, 1.0, 0.3333333333333333, 0.0, nan, 0.0, 0.0], recall [nan, 0.5, nan, 0.36363636363636365, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:08.694331: step 868, loss 2.08899, accuracy 0.125, precision [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.25, nan], recall [nan, 0.0, nan, 0.07692307692307693, nan, nan, nan, 1.0, 0.0]
2019-02-19T19:57:08.842564: step 869, loss 1.7951, accuracy 0.5, precision [nan, 1.0, 0.0, 1.0, 0.2, 0.0, nan, nan, 0.0], recall [0.0, 1.0, nan, 0.46153846153846156, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:08.991841: step 870, loss 1.7892, accuracy 0.3125, precision [0.5, 0.0, 0.0, 0.5, nan, nan, nan, 0.0, nan], recall [0.5, 0.0, nan, 0.4, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:09.144638: step 871, loss 1.72036, accuracy 0.5, precision [nan, 0.5, 0.0, 1.0, 0.0, nan, nan, 0.0, nan], recall [nan, 1.0, nan, 0.42857142857142855, nan, nan, nan, nan, nan]
2019-02-19T19:57:09.294463: step 872, loss 1.86089, accuracy 0.375, precision [0.6666666666666666, 0.5, 0.0, 0.6, 0.0, 0.0, nan, 0.0, 0.0], recall [1.0, 0.5, nan, 0.2727272727272727, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:09.442744: step 873, loss 1.66988, accuracy 0.5, precision [nan, 0.5714285714285714, nan, 0.8, 0.0, 0.0, nan, nan, 0.0], recall [0.0, 0.8, nan, 0.4, nan, nan, nan, nan, nan]
2019-02-19T19:57:09.596075: step 874, loss 1.95738, accuracy 0.3125, precision [0.0, 0.5, 0.0, 1.0, 0.0, nan, nan, 0.0, 0.0], recall [0.0, 0.5, nan, 0.3076923076923077, nan, nan, nan, nan, nan]
2019-02-19T19:57:09.748264: step 875, loss 1.82004, accuracy 0.5, precision [nan, 0.0, 0.0, 1.0, 0.0, 0.0, nan, nan, 0.0], recall [nan, 0.0, nan, 0.5333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:57:09.894305: step 876, loss 1.75905, accuracy 0.375, precision [nan, nan, 0.0, 1.0, 0.0, nan, nan, 0.0, 0.0], recall [0.0, nan, nan, 0.42857142857142855, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:10.047591: step 877, loss 1.79378, accuracy 0.25, precision [0.0, nan, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.3333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:57:10.198514: step 878, loss 2.05886, accuracy 0.25, precision [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.2727272727272727, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:10.344853: step 879, loss 1.57638, accuracy 0.25, precision [0.0, 0.2, 0.0, 1.0, 0.0, nan, nan, 0.0, nan], recall [nan, 0.5, nan, 0.21428571428571427, nan, nan, nan, nan, nan]
2019-02-19T19:57:10.497917: step 880, loss 1.82375, accuracy 0.5, precision [0.0, 0.0, 0.0, 1.0, 0.5, nan, 0.0, 1.0, 0.0], recall [nan, nan, nan, 0.42857142857142855, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:57:10.652770: step 881, loss 1.94078, accuracy 0.3125, precision [0.3333333333333333, 0.0, 0.0, 1.0, 0.0, nan, 0.0, nan, nan], recall [0.5, nan, nan, 0.3333333333333333, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:10.803361: step 882, loss 1.62489, accuracy 0.5625, precision [0.5, nan, 0.0, 0.75, 0.3333333333333333, nan, 0.0, 1.0, nan], recall [1.0, 0.0, nan, 0.5454545454545454, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:57:10.952170: step 883, loss 1.81627, accuracy 0.5625, precision [1.0, nan, nan, 1.0, nan, 0.0, 0.0, 0.0, nan], recall [1.0, nan, nan, 0.5333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:57:11.106809: step 884, loss 1.98217, accuracy 0.25, precision [0.0, 0.3333333333333333, nan, 1.0, 0.0, nan, 0.0, 0.0, 0.0], recall [0.0, 0.5, nan, 0.25, nan, nan, nan, nan, nan]
2019-02-19T19:57:11.251737: step 885, loss 1.95407, accuracy 0.375, precision [0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, nan, nan], recall [nan, 1.0, nan, 0.3333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:57:11.403524: step 886, loss 2.09916, accuracy 0.375, precision [0.5, 0.4, nan, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [1.0, 0.6666666666666666, 0.0, 0.2727272727272727, nan, nan, nan, nan, nan]
2019-02-19T19:57:11.554014: step 887, loss 2.13528, accuracy 0.3125, precision [0.0, 0.5, nan, 1.0, 0.0, nan, 0.0, 0.0, 0.0], recall [nan, 0.6666666666666666, nan, 0.23076923076923078, nan, nan, nan, nan, nan]
2019-02-19T19:57:11.702687: step 888, loss 1.95215, accuracy 0.25, precision [nan, 0.0, nan, 0.6666666666666666, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.3076923076923077, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:11.850499: step 889, loss 1.76259, accuracy 0.375, precision [0.75, 0.0, 0.0, 0.5, 0.3333333333333333, 0.0, nan, nan, 0.0], recall [1.0, 0.0, nan, 0.2222222222222222, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:12.003716: step 890, loss 1.5859, accuracy 0.5625, precision [1.0, 0.3333333333333333, 0.0, 0.875, 0.0, 0.0, nan, 0.0, nan], recall [1.0, 1.0, nan, 0.5833333333333334, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:12.149503: step 891, loss 1.61189, accuracy 0.5625, precision [0.5, 0.5, 0.0, 0.875, 0.0, nan, nan, nan, nan], recall [1.0, 1.0, nan, 0.5384615384615384, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:12.303744: step 892, loss 1.78116, accuracy 0.375, precision [0.75, 0.3333333333333333, nan, 0.5, 0.0, nan, 0.0, 0.0, 0.0], recall [0.75, 0.25, nan, 0.25, nan, nan, nan, nan, nan]
2019-02-19T19:57:12.457480: step 893, loss 1.57854, accuracy 0.5, precision [1.0, 0.25, 0.0, 0.6666666666666666, 1.0, 0.0, nan, 0.5, nan], recall [0.3333333333333333, 0.5, nan, 0.5, 1.0, nan, nan, 0.5, nan]
2019-02-19T19:57:12.610139: step 894, loss 1.74428, accuracy 0.5, precision [nan, 0.0, 0.0, 0.8888888888888888, 0.0, nan, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.5714285714285714, nan, nan, nan, nan, nan]
2019-02-19T19:57:12.763308: step 895, loss 1.73364, accuracy 0.375, precision [nan, 0.25, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 1.0, nan, 0.35714285714285715, nan, nan, nan, nan, nan]
2019-02-19T19:57:12.917745: step 896, loss 1.86753, accuracy 0.375, precision [0.0, 0.0, nan, 1.0, 0.0, nan, nan, 0.3333333333333333, nan], recall [nan, nan, nan, 0.3333333333333333, nan, nan, nan, 1.0, nan]
2019-02-19T19:57:13.066766: step 897, loss 2.07525, accuracy 0.375, precision [nan, 1.0, 0.0, 1.0, 0.0, nan, 0.0, 0.0, 0.0], recall [0.0, 1.0, nan, 0.35714285714285715, nan, nan, nan, nan, nan]
2019-02-19T19:57:13.216987: step 898, loss 1.40323, accuracy 0.4375, precision [0.0, 0.8333333333333334, 0.0, 0.3333333333333333, 0.25, nan, nan, nan, nan], recall [0.0, 0.7142857142857143, nan, 0.14285714285714285, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:13.366592: step 899, loss 1.61248, accuracy 0.5, precision [nan, nan, 0.0, 0.75, 0.0, nan, 0.0, 0.5, nan], recall [nan, 0.0, nan, 0.5454545454545454, nan, nan, nan, 1.0, nan]
2019-02-19T19:57:13.522429: step 900, loss 1.90494, accuracy 0.375, precision [0.3333333333333333, 0.0, 0.0, 0.8333333333333334, 0.0, nan, nan, nan, nan], recall [1.0, 0.0, nan, 0.38461538461538464, nan, nan, nan, nan, nan]
