Loading data...
{'sympathy_and_emotional_support': 0, 'not_related_or_irrelevant': 1, 'infrastructure_and_utilities_damage': 2, 'other_useful_information': 3, 'injured_or_dead_people': 4, 'caution_and_advice': 5, 'displaced_people_and_evacuations': 6, 'donation_needs_or_offers_or_volunteering_services': 7, 'missing_trapped_or_found_people': 8}
Max Document length: 2407
Vocabulary Size: 24319
Train/Dev split: 9226/1025
Writing to /home/ubuntu/Project/runs/1550599006

2019-02-19T17:57:31.160829: step 1, loss 9.50099, accuracy 0.1875, precision [1.0, 0.0, 1.0, 0.0, 1.0, 0.0, nan, 0.0, 0.0], recall [0.25, 0.0, 0.2, 0.0, 0.5, nan, nan, nan, nan]
2019-02-19T17:59:51.387483: step 833, loss 1.22435, accuracy 0.5, precision [1.0, 0.5, nan, 0.42857142857142855, 0.5, 1.0, nan, 0.0, nan], recall [1.0, 0.25, 0.0, 0.75, 0.5, 0.5, 0.0, nan, nan]
2019-02-19T17:59:51.539794: step 834, loss 1.50399, accuracy 0.6875, precision [0.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.3333333333333333, nan, 0.5, nan], recall [0.0, 1.0, 1.0, 0.625, 1.0, 1.0, 0.0, 1.0, nan]
2019-02-19T17:59:51.696948: step 835, loss 1.29381, accuracy 0.6875, precision [1.0, nan, 1.0, 1.0, 1.0, nan, nan, 0.4, 0.0], recall [0.5, nan, 0.5, 0.3333333333333333, 1.0, nan, nan, 1.0, nan]
2019-02-19T17:59:51.847059: step 836, loss 1.10124, accuracy 0.8125, precision [1.0, 0.0, 1.0, 0.8571428571428571, 1.0, nan, 0.5, 1.0, nan], recall [0.75, nan, 0.5, 0.8571428571428571, 1.0, nan, 1.0, 1.0, nan]
2019-02-19T17:59:52.000617: step 837, loss 1.76371, accuracy 0.5, precision [0.0, 0.0, 1.0, 0.6, 0.75, 0.0, 0.0, 0.5, nan], recall [0.0, 0.0, 1.0, 0.6, 0.75, nan, nan, 1.0, nan]
2019-02-19T17:59:52.155523: step 838, loss 0.519345, accuracy 0.75, precision [nan, 1.0, 1.0, 0.6, 1.0, nan, nan, 0.0, nan], recall [nan, 1.0, 0.8333333333333334, 0.6, 0.75, nan, nan, nan, nan]
2019-02-19T17:59:52.309060: step 839, loss 1.82194, accuracy 0.3125, precision [0.3333333333333333, 0.3333333333333333, nan, 0.25, 1.0, 0.0, 0.0, 0.0, 0.0], recall [0.3333333333333333, 0.5, nan, 0.14285714285714285, 0.6666666666666666, 0.0, nan, nan, nan]
2019-02-19T17:59:52.466969: step 840, loss 1.42464, accuracy 0.6875, precision [1.0, 0.6, nan, 0.75, 1.0, nan, 0.0, 0.6666666666666666, nan], recall [0.5, 0.75, nan, 0.6, 1.0, nan, nan, 1.0, 0.0]
2019-02-19T17:59:52.621102: step 841, loss 0.948674, accuracy 0.625, precision [nan, 0.5, 0.0, 0.8571428571428571, 1.0, 1.0, nan, 0.0, nan], recall [0.0, 0.6666666666666666, nan, 0.6666666666666666, 1.0, 1.0, nan, 0.0, nan]
2019-02-19T17:59:52.771791: step 842, loss 0.99073, accuracy 0.75, precision [1.0, nan, 0.0, 1.0, 1.0, 0.0, 1.0, nan, 0.5], recall [0.6666666666666666, nan, nan, 0.7, 1.0, nan, 1.0, nan, 1.0]
2019-02-19T17:59:52.925942: step 843, loss 0.791048, accuracy 0.75, precision [nan, 0.6666666666666666, 0.3333333333333333, 1.0, 1.0, nan, nan, 0.0, nan], recall [nan, 1.0, 1.0, 0.5555555555555556, 1.0, nan, nan, nan, nan]
2019-02-19T17:59:53.083639: step 844, loss 2.30725, accuracy 0.3125, precision [0.0, 0.5, 1.0, 0.5, 0.0, 0.0, 0.0, 0.5, nan], recall [0.0, 0.3333333333333333, 1.0, 0.3333333333333333, 0.0, 0.0, nan, 1.0, nan]
2019-02-19T17:59:53.234894: step 845, loss 1.60546, accuracy 0.5, precision [0.5, nan, nan, 0.6666666666666666, 1.0, 0.0, nan, 0.0, 0.0], recall [0.75, 0.0, nan, 0.5714285714285714, 1.0, 0.0, nan, 0.0, nan]
2019-02-19T17:59:53.391297: step 846, loss 1.40323, accuracy 0.5, precision [0.5, 0.5, 0.0, 0.0, 1.0, 0.0, 0.6, 0.0, nan], recall [1.0, 1.0, 0.0, 0.0, 0.75, nan, 1.0, nan, nan]
2019-02-19T17:59:53.544877: step 847, loss 1.24114, accuracy 0.625, precision [0.5, 0.3333333333333333, 0.5, 0.6666666666666666, 1.0, 0.0, 1.0, 1.0, nan], recall [1.0, 1.0, 0.5, 0.3333333333333333, 0.6666666666666666, nan, 1.0, 1.0, nan]
2019-02-19T17:59:53.694507: step 848, loss 2.77989, accuracy 0.3125, precision [0.0, 0.0, 1.0, 0.75, 0.0, 0.0, 0.0, 0.3333333333333333, nan], recall [0.0, nan, 0.3333333333333333, 0.5, nan, nan, 0.0, 0.25, nan]
2019-02-19T17:59:53.850569: step 849, loss 1.93303, accuracy 0.25, precision [0.0, 0.3333333333333333, nan, 0.25, 0.5, 0.0, nan, 1.0, 0.0], recall [0.0, 1.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.5, nan]
2019-02-19T17:59:54.002437: step 850, loss 1.34094, accuracy 0.5, precision [nan, 0.4, 1.0, 1.0, nan, 0.0, nan, 0.6666666666666666, nan], recall [0.0, 0.5, 1.0, 0.42857142857142855, nan, nan, nan, 0.6666666666666666, nan]
2019-02-19T17:59:54.157625: step 851, loss 1.6827, accuracy 0.5625, precision [1.0, 0.5, 1.0, 1.0, nan, 0.0, 0.0, 0.5, 0.0], recall [0.3333333333333333, 1.0, 0.6666666666666666, 0.5, nan, 0.0, nan, 1.0, nan]
2019-02-19T17:59:54.310150: step 852, loss 1.23274, accuracy 0.4375, precision [0.5, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, nan, 0.5, nan], recall [0.3333333333333333, nan, nan, 0.2857142857142857, 1.0, 0.0, nan, 1.0, 0.0]
2019-02-19T17:59:54.463586: step 853, loss 1.16474, accuracy 0.4375, precision [nan, 0.3333333333333333, 0.5, 0.3333333333333333, 0.6666666666666666, nan, nan, 0.5, nan], recall [0.0, 0.5, 0.5, 0.5, 1.0, nan, nan, 0.2, nan]
2019-02-19T17:59:54.623307: step 854, loss 1.06602, accuracy 0.625, precision [1.0, 0.75, 0.6666666666666666, 0.6666666666666666, 0.5, 0.0, 1.0, nan, nan], recall [1.0, 0.75, 1.0, 0.4, 0.5, nan, 1.0, 0.0, nan]
2019-02-19T17:59:54.777386: step 855, loss 1.31701, accuracy 0.4375, precision [nan, 1.0, 0.3333333333333333, 0.2, 0.5, nan, 1.0, 0.3333333333333333, nan], recall [0.0, 1.0, 1.0, 0.25, 0.5, nan, 1.0, 0.25, nan]
2019-02-19T17:59:54.930049: step 856, loss 1.75343, accuracy 0.5, precision [nan, 0.6666666666666666, 0.0, 0.75, 0.5, 0.0, 1.0, 1.0, 0.0], recall [0.0, 0.5, 0.0, 0.5, 1.0, nan, 0.5, 1.0, nan]
2019-02-19T17:59:55.088982: step 857, loss 1.35245, accuracy 0.625, precision [0.3333333333333333, 1.0, 0.5, 0.6, 1.0, nan, nan, 1.0, 0.0], recall [1.0, 0.5, 1.0, 0.5, 1.0, nan, nan, 0.5, nan]
2019-02-19T17:59:55.244306: step 858, loss 1.12166, accuracy 0.625, precision [nan, 0.5, nan, 0.6, 1.0, 1.0, 1.0, 0.5, 0.0], recall [0.0, 1.0, 0.0, 0.75, 1.0, 1.0, 1.0, 1.0, nan]
2019-02-19T17:59:55.400577: step 859, loss 1.30497, accuracy 0.6875, precision [1.0, nan, 1.0, 0.6, 0.6, nan, nan, 1.0, 0.0], recall [1.0, 0.0, 0.6666666666666666, 0.75, 1.0, nan, nan, 1.0, 0.0]
2019-02-19T17:59:55.553858: step 860, loss 1.31494, accuracy 0.5625, precision [1.0, 1.0, 0.5, 0.3333333333333333, 0.75, nan, 0.0, 0.0, nan], recall [1.0, 0.75, 1.0, 0.2, 1.0, 0.0, 0.0, nan, nan]
2019-02-19T17:59:55.706289: step 861, loss 1.15208, accuracy 0.625, precision [1.0, 0.75, 1.0, 0.0, 0.75, nan, nan, 0.6666666666666666, nan], recall [1.0, 0.75, 1.0, 0.0, 0.75, nan, nan, 0.5, 0.0]
2019-02-19T17:59:55.864674: step 862, loss 1.11803, accuracy 0.5625, precision [0.0, 1.0, 1.0, 0.3333333333333333, 0.75, nan, nan, 0.6666666666666666, nan], recall [nan, 0.5, 0.6666666666666666, 0.2, 1.0, nan, nan, 0.6666666666666666, nan]
2019-02-19T17:59:56.021869: step 863, loss 1.82623, accuracy 0.4375, precision [nan, 0.0, 0.3333333333333333, 0.6666666666666666, 0.5, 1.0, 0.0, 1.0, 0.0], recall [nan, 0.0, 0.3333333333333333, 0.6666666666666666, 1.0, 0.5, 0.0, 0.5, 0.0]
2019-02-19T17:59:56.170469: step 864, loss 1.24571, accuracy 0.6875, precision [1.0, 1.0, 0.5, 0.5, nan, nan, nan, 0.5, nan], recall [1.0, 0.8333333333333334, 1.0, 1.0, 0.0, nan, 0.0, 0.5, 0.0]
2019-02-19T17:59:56.333049: step 865, loss 2.27519, accuracy 0.375, precision [0.0, 0.6666666666666666, 0.5, 1.0, 0.25, 0.3333333333333333, 0.0, nan, 0.0], recall [nan, 0.5, 1.0, 0.25, 0.5, 0.5, 0.0, nan, nan]
2019-02-19T17:59:56.484633: step 866, loss 1.2134, accuracy 0.625, precision [0.5, 1.0, 0.5, 0.25, 0.8, nan, nan, 1.0, nan], recall [0.5, 1.0, 1.0, 0.3333333333333333, 1.0, 0.0, nan, 0.5, 0.0]
2019-02-19T17:59:56.639729: step 867, loss 1.0539, accuracy 0.5625, precision [0.0, 0.8, nan, 0.6, 1.0, nan, 0.3333333333333333, nan, nan], recall [nan, 0.6666666666666666, 0.0, 0.6, 1.0, nan, 1.0, 0.0, nan]
2019-02-19T17:59:56.793549: step 868, loss 0.848768, accuracy 0.6875, precision [1.0, 0.6666666666666666, 1.0, 0.5, 1.0, 0.0, nan, nan, nan], recall [1.0, 0.4, 1.0, 1.0, 1.0, nan, nan, 0.0, nan]
2019-02-19T17:59:56.947516: step 869, loss 1.75925, accuracy 0.25, precision [nan, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, 0.0], recall [nan, 0.0, 0.6666666666666666, 0.16666666666666666, nan, 1.0, 0.0, 0.0, nan]
2019-02-19T17:59:57.104311: step 870, loss 1.4614, accuracy 0.5625, precision [nan, 0.0, 0.0, 0.4, 1.0, 1.0, nan, 0.3333333333333333, 1.0], recall [nan, 0.0, 0.0, 0.6666666666666666, 0.8, 1.0, 0.0, 1.0, 1.0]
2019-02-19T17:59:57.260182: step 871, loss 1.09111, accuracy 0.6875, precision [1.0, 0.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.0, nan, 0.0, nan], recall [1.0, 0.0, 0.6666666666666666, 0.5714285714285714, 1.0, nan, nan, nan, nan]
2019-02-19T17:59:57.412074: step 872, loss 1.65644, accuracy 0.4375, precision [0.0, 0.5, 0.5, 0.6666666666666666, nan, 0.0, nan, 1.0, 0.0], recall [nan, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, nan, 1.0, nan]
2019-02-19T17:59:57.565201: step 873, loss 1.21189, accuracy 0.625, precision [nan, 0.6666666666666666, 0.0, 0.5714285714285714, 1.0, 0.0, nan, nan, 1.0], recall [nan, 0.6666666666666666, 0.0, 0.6666666666666666, 0.75, nan, 0.0, nan, 1.0]
2019-02-19T17:59:57.719224: step 874, loss 1.01747, accuracy 0.75, precision [0.0, 1.0, 1.0, 0.8, 1.0, nan, 1.0, 0.0, 0.0], recall [0.0, 1.0, 1.0, 0.8, 0.8333333333333334, nan, 1.0, 0.0, nan]
2019-02-19T17:59:57.873955: step 875, loss 1.24065, accuracy 0.4375, precision [0.0, 0.0, 0.0, 0.6, 1.0, 0.5, 1.0, 0.25, nan], recall [nan, 0.0, 0.0, 0.6, 0.5, 1.0, 1.0, 0.5, nan]
2019-02-19T17:59:58.030963: step 876, loss 1.58206, accuracy 0.5, precision [1.0, 1.0, nan, 0.4, 1.0, 0.0, 0.0, 1.0, 0.0], recall [1.0, 0.2, nan, 0.5, 0.5, nan, nan, 0.75, nan]
2019-02-19T17:59:58.186995: step 877, loss 1.31651, accuracy 0.6875, precision [1.0, 1.0, 0.6666666666666666, 0.5, 1.0, nan, 0.0, 1.0, nan], recall [1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6, nan, nan, 1.0, nan]
2019-02-19T17:59:58.341531: step 878, loss 1.1035, accuracy 0.625, precision [0.6666666666666666, 0.0, 0.5, 0.6, 0.6666666666666666, nan, nan, 1.0, nan], recall [1.0, 0.0, 1.0, 0.6, 1.0, nan, nan, 0.4, nan]
2019-02-19T17:59:58.496461: step 879, loss 1.74208, accuracy 0.4375, precision [1.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.5, 0.0, nan, 0.5, nan], recall [0.5, 1.0, 0.5, 0.3333333333333333, 1.0, 0.0, nan, 0.3333333333333333, nan]
2019-02-19T17:59:58.656783: step 880, loss 1.5539, accuracy 0.5, precision [0.3333333333333333, 0.0, nan, 0.6666666666666666, 1.0, nan, nan, 0.6666666666666666, 0.0], recall [1.0, nan, 0.0, 0.5, 0.6666666666666666, 0.0, 0.0, 0.5, nan]
2019-02-19T17:59:58.807813: step 881, loss 1.30019, accuracy 0.625, precision [0.5, 0.0, 1.0, 0.5, 0.8333333333333334, nan, 0.5, 1.0, nan], recall [0.5, 0.0, 1.0, 0.3333333333333333, 1.0, nan, 1.0, 0.5, nan]
2019-02-19T17:59:58.969670: step 882, loss 1.04163, accuracy 0.6875, precision [nan, nan, nan, 0.7777777777777778, 0.6666666666666666, 0.0, 1.0, 0.0, nan], recall [0.0, 0.0, 0.0, 0.875, 1.0, nan, 1.0, nan, nan]
2019-02-19T17:59:59.124800: step 883, loss 1.86665, accuracy 0.3125, precision [0.3333333333333333, 0.3333333333333333, nan, 0.6666666666666666, nan, nan, 0.0, 0.0, nan], recall [0.5, 1.0, 0.0, 0.2222222222222222, nan, 0.0, nan, nan, 0.0]
2019-02-19T17:59:59.282131: step 884, loss 0.710381, accuracy 0.8125, precision [1.0, 0.3333333333333333, nan, 1.0, 1.0, nan, nan, 0.6666666666666666, nan], recall [1.0, 1.0, nan, 0.6666666666666666, 1.0, nan, nan, 1.0, nan]
2019-02-19T17:59:59.433767: step 885, loss 1.47963, accuracy 0.5, precision [0.5, nan, nan, 0.8, 0.6666666666666666, 0.0, 1.0, 0.0, nan], recall [0.5, 0.0, nan, 0.4444444444444444, 1.0, nan, 1.0, 0.0, nan]
2019-02-19T17:59:59.591200: step 886, loss 1.4408, accuracy 0.5625, precision [1.0, 0.6666666666666666, 0.2, 0.0, 0.6666666666666666, nan, 1.0, 1.0, nan], recall [0.5, 0.6666666666666666, 1.0, 0.0, 1.0, nan, 1.0, 0.5, nan]
2019-02-19T17:59:59.746433: step 887, loss 1.07361, accuracy 0.5, precision [0.0, 1.0, 0.0, 0.625, 0.6666666666666666, nan, nan, 0.0, nan], recall [0.0, 1.0, nan, 0.5, 1.0, nan, nan, 0.0, nan]
2019-02-19T17:59:59.899306: step 888, loss 1.48694, accuracy 0.625, precision [1.0, 0.0, 0.5, 0.5, 1.0, nan, nan, nan, nan], recall [0.6666666666666666, 0.0, 1.0, 1.0, 0.6, nan, nan, 0.0, nan]
2019-02-19T18:00:00.055173: step 889, loss 1.11632, accuracy 0.5, precision [0.3333333333333333, 0.0, 0.3333333333333333, 1.0, 0.0, 1.0, nan, 0.5, 0.0], recall [1.0, nan, 1.0, 0.36363636363636365, nan, 1.0, 0.0, 1.0, nan]
2019-02-19T18:00:00.210887: step 890, loss 2.09698, accuracy 0.5, precision [1.0, 0.3333333333333333, 0.0, 0.5, 1.0, 0.3333333333333333, nan, 0.6666666666666666, nan], recall [1.0, 1.0, nan, 0.2, 0.6666666666666666, 1.0, 0.0, 0.5, nan]
2019-02-19T18:00:00.366621: step 891, loss 1.58031, accuracy 0.4375, precision [0.5, 0.0, 0.0, 1.0, 1.0, 0.16666666666666666, nan, 1.0, nan], recall [0.25, nan, 0.0, 0.3333333333333333, 1.0, 1.0, 0.0, 1.0, nan]
2019-02-19T18:00:00.521990: step 892, loss 1.33281, accuracy 0.5, precision [1.0, 0.0, 1.0, 0.6, 0.6666666666666666, 0.0, 0.0, 0.5, nan], recall [0.3333333333333333, nan, 1.0, 0.5, 0.5, nan, nan, 0.5, nan]
2019-02-19T18:00:00.675651: step 893, loss 1.06824, accuracy 0.5625, precision [1.0, 0.0, 0.75, 0.8, 0.5, 0.0, nan, nan, nan], recall [0.5, nan, 1.0, 0.4444444444444444, 0.5, nan, nan, nan, nan]
2019-02-19T18:00:00.831998: step 894, loss 1.45779, accuracy 0.625, precision [nan, 0.0, 1.0, 0.8333333333333334, 0.75, nan, 0.0, 1.0, nan], recall [nan, nan, 0.25, 0.7142857142857143, 1.0, 0.0, nan, 1.0, nan]
2019-02-19T18:00:00.984429: step 895, loss 0.78484, accuracy 0.75, precision [nan, 0.5, 1.0, 0.5714285714285714, 1.0, nan, 1.0, nan, nan], recall [0.0, 1.0, 0.6666666666666666, 1.0, 0.8, 0.0, 1.0, nan, nan]
2019-02-19T18:00:01.138220: step 896, loss 1.95218, accuracy 0.5, precision [0.0, 0.25, 0.0, 1.0, 1.0, nan, 0.0, 1.0, nan], recall [nan, 1.0, 0.0, 0.7142857142857143, 0.25, 0.0, nan, 0.5, nan]
2019-02-19T18:00:01.289080: step 897, loss 1.02815, accuracy 0.625, precision [0.0, 1.0, 1.0, 0.5714285714285714, 1.0, 0.0, nan, nan, nan], recall [0.0, 1.0, 0.2, 1.0, 0.8, nan, nan, nan, nan]
2019-02-19T18:00:01.442349: step 898, loss 2.01639, accuracy 0.5, precision [1.0, 1.0, nan, 0.5714285714285714, 1.0, 0.0, 0.0, 0.0, 0.0], recall [0.25, 0.6666666666666666, 0.0, 0.8, 1.0, nan, nan, 0.0, nan]
2019-02-19T18:00:01.596660: step 899, loss 1.76912, accuracy 0.625, precision [1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.5, 0.0, nan, nan, nan], recall [1.0, 1.0, 1.0, 0.4, 1.0, nan, nan, 0.0, 0.0]
2019-02-19T18:00:01.751545: step 900, loss 0.709846, accuracy 0.625, precision [1.0, 0.0, 1.0, 0.6666666666666666, 1.0, nan, nan, 1.0, nan], recall [1.0, nan, 0.6666666666666666, 0.8, 0.5, 0.0, nan, 0.5, 0.0]
2019-02-19T18:00:01.904632: step 901, loss 1.41769, accuracy 0.5625, precision [0.6, 0.0, 1.0, 0.5, 1.0, nan, nan, 0.5, nan], recall [1.0, 0.0, 0.5, 0.75, 0.3333333333333333, nan, nan, 0.5, nan]
2019-02-19T18:00:02.063809: step 902, loss 0.944691, accuracy 0.5625, precision [1.0, 0.5, 0.5, 0.0, 1.0, 1.0, 0.5, 0.3333333333333333, nan], recall [0.5, 0.3333333333333333, 1.0, 0.0, 0.6666666666666666, 1.0, 1.0, 0.3333333333333333, nan]
2019-02-19T18:00:02.215236: step 903, loss 1.47197, accuracy 0.3125, precision [0.0, 1.0, 1.0, 0.16666666666666666, nan, 0.0, nan, nan, 0.0], recall [nan, 0.3333333333333333, 0.6666666666666666, 0.2, nan, nan, 0.0, 0.0, nan]
2019-02-19T18:00:02.369875: step 904, loss 1.21841, accuracy 0.5625, precision [0.6666666666666666, nan, 1.0, 0.2857142857142857, 1.0, nan, 0.0, 1.0, nan], recall [0.6666666666666666, 0.0, 0.5, 1.0, 1.0, nan, nan, 1.0, 0.0]
2019-02-19T18:00:02.521311: step 905, loss 1.78928, accuracy 0.3125, precision [0.0, 0.0, 0.6666666666666666, 0.4, 1.0, nan, nan, 0.0, 0.0], recall [nan, nan, 0.5, 0.25, 0.5, nan, nan, 0.0, 0.0]
2019-02-19T18:00:02.678191: step 906, loss 1.49757, accuracy 0.5, precision [0.0, 0.5, 0.0, 0.8, 0.5, 0.0, nan, 0.5, nan], recall [nan, 0.25, 0.0, 0.5714285714285714, 1.0, nan, nan, 0.5, nan]
2019-02-19T18:00:02.832704: step 907, loss 1.09036, accuracy 0.5625, precision [nan, 0.75, nan, 0.6666666666666666, 0.5, nan, nan, 0.25, nan], recall [nan, 0.6, 0.0, 0.5714285714285714, 1.0, 0.0, nan, 1.0, nan]
2019-02-19T18:00:02.983087: step 908, loss 0.882513, accuracy 0.75, precision [0.5, 0.5, nan, 1.0, 1.0, nan, 0.5, 1.0, nan], recall [1.0, 1.0, nan, 0.5, 1.0, 0.0, 0.5, 1.0, nan]
2019-02-19T18:00:03.139366: step 909, loss 1.41667, accuracy 0.5625, precision [nan, 1.0, 0.0, 0.3333333333333333, 1.0, nan, 0.0, 1.0, 0.0], recall [0.0, 0.75, nan, 0.5, 1.0, 0.0, nan, 0.3333333333333333, nan]
2019-02-19T18:00:03.294567: step 910, loss 1.29575, accuracy 0.5, precision [0.5, 0.75, 0.0, 0.8, 0.0, 0.0, nan, 0.0, 0.0], recall [0.5, 0.6, nan, 0.4444444444444444, nan, nan, nan, nan, nan]
2019-02-19T18:00:03.453094: step 911, loss 1.02144, accuracy 0.625, precision [0.0, nan, 0.3333333333333333, 0.8571428571428571, 0.6666666666666666, nan, 1.0, nan, nan], recall [nan, 0.0, 1.0, 0.6666666666666666, 1.0, nan, 1.0, nan, nan]
2019-02-19T18:00:03.606312: step 912, loss 1.94749, accuracy 0.625, precision [0.0, 0.6, nan, 1.0, 0.6666666666666666, 1.0, nan, nan, 0.0], recall [nan, 1.0, nan, 0.4444444444444444, 1.0, 1.0, nan, 0.0, nan]
2019-02-19T18:00:03.759206: step 913, loss 1.708, accuracy 0.5, precision [1.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, nan], recall [0.6666666666666666, 0.0, nan, 0.2857142857142857, 1.0, nan, nan, nan, nan]
2019-02-19T18:00:03.910128: step 914, loss 1.42374, accuracy 0.625, precision [1.0, 1.0, 0.6666666666666666, 0.5, 0.3333333333333333, 0.0, nan, 1.0, nan], recall [1.0, 0.75, 0.6666666666666666, 0.4, 1.0, nan, nan, 0.5, nan]
2019-02-19T18:00:04.064188: step 915, loss 1.49871, accuracy 0.5, precision [0.0, 0.5, 0.0, 1.0, 1.0, nan, nan, 0.4, nan], recall [nan, 1.0, nan, 0.4, 1.0, 0.0, nan, 1.0, 0.0]
2019-02-19T18:00:04.213380: step 916, loss 2.38365, accuracy 0.3125, precision [0.3333333333333333, 0.0, nan, 0.5714285714285714, 0.0, 0.0, nan, nan, 0.0], recall [0.3333333333333333, 0.0, nan, 0.6666666666666666, nan, 0.0, 0.0, 0.0, nan]
2019-02-19T18:00:04.366892: step 917, loss 1.53276, accuracy 0.5, precision [0.5, nan, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, nan, 0.5, nan], recall [0.5, 0.0, 0.0, 0.5, 1.0, nan, nan, 0.5, nan]
2019-02-19T18:00:04.516673: step 918, loss 1.75908, accuracy 0.375, precision [nan, 0.0, 0.5, 0.6, 0.6666666666666666, nan, 0.0, 0.0, nan], recall [0.0, 0.0, 1.0, 0.42857142857142855, 1.0, nan, nan, 0.0, nan]
2019-02-19T18:00:04.672256: step 919, loss 2.03762, accuracy 0.75, precision [0.6666666666666666, 1.0, 0.0, 1.0, 1.0, nan, nan, 1.0, 0.0], recall [1.0, 1.0, nan, 0.7142857142857143, 0.5, nan, nan, 1.0, nan]
2019-02-19T18:00:04.825161: step 920, loss 1.19207, accuracy 0.5, precision [0.5, 0.5, 0.0, 0.5, 1.0, nan, nan, nan, nan], recall [0.5, 0.5, nan, 0.3333333333333333, 1.0, nan, nan, 0.0, nan]
2019-02-19T18:00:04.983033: step 921, loss 1.51281, accuracy 0.5, precision [0.0, 0.5714285714285714, 1.0, 0.5, 1.0, 0.0, 0.0, 1.0, nan], recall [nan, 0.8, 1.0, 0.16666666666666666, 0.5, nan, nan, 0.5, nan]
2019-02-19T18:00:05.140617: step 922, loss 1.20823, accuracy 0.5625, precision [0.0, 0.25, 1.0, 0.8333333333333334, 0.3333333333333333, nan, nan, 1.0, nan], recall [0.0, 0.5, 0.5, 0.5555555555555556, 1.0, nan, nan, 1.0, nan]
2019-02-19T18:00:05.293677: step 923, loss 1.3113, accuracy 0.625, precision [1.0, 0.5, 0.5, 1.0, 1.0, nan, 0.0, 0.6666666666666666, nan], recall [0.5, 1.0, 0.5, 0.3333333333333333, 1.0, nan, nan, 1.0, nan]
2019-02-19T18:00:05.449020: step 924, loss 2.04996, accuracy 0.4375, precision [nan, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.0, nan, 0.0, nan], recall [nan, 0.0, 0.5, 0.3333333333333333, 1.0, nan, nan, nan, 0.0]
2019-02-19T18:00:05.607648: step 925, loss 1.20824, accuracy 0.5625, precision [1.0, 0.6, nan, 0.6666666666666666, 0.5, 0.0, nan, 0.0, nan], recall [1.0, 0.75, 0.0, 0.5, 1.0, 0.0, nan, nan, nan]
2019-02-19T18:00:05.761597: step 926, loss 1.37017, accuracy 0.5625, precision [1.0, 0.5, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, nan, 1.0, nan], recall [0.6666666666666666, 0.5, 0.0, 0.3333333333333333, 1.0, nan, 0.0, 1.0, nan]
2019-02-19T18:00:05.915622: step 927, loss 1.34179, accuracy 0.625, precision [nan, 0.3333333333333333, nan, 0.8333333333333334, 1.0, nan, 1.0, 0.0, nan], recall [0.0, 1.0, 0.0, 1.0, 0.6666666666666666, nan, 1.0, nan, nan]
2019-02-19T18:00:06.067302: step 928, loss 0.87878, accuracy 0.75, precision [0.0, 1.0, 0.5, 0.8, 1.0, nan, 0.0, 1.0, nan], recall [nan, 1.0, 0.5, 0.6666666666666666, 1.0, nan, nan, 0.75, nan]
2019-02-19T18:00:06.221574: step 929, loss 0.896888, accuracy 0.625, precision [1.0, 0.5, 0.0, 0.5, 1.0, nan, nan, nan, nan], recall [0.3333333333333333, 1.0, 0.0, 0.6, 1.0, 0.0, nan, nan, nan]
2019-02-19T18:00:06.374606: step 930, loss 1.12851, accuracy 0.625, precision [nan, 0.5, 1.0, 0.6666666666666666, 1.0, 0.0, nan, 0.6666666666666666, nan], recall [0.0, 0.3333333333333333, 1.0, 0.8, 1.0, nan, nan, 1.0, 0.0]
2019-02-19T18:00:06.534201: step 931, loss 1.71441, accuracy 0.375, precision [0.0, 0.0, 1.0, 0.5, 0.5, 0.0, nan, nan, 0.0], recall [0.0, nan, 0.6666666666666666, 0.375, 0.5, 0.0, 0.0, nan, nan]
2019-02-19T18:00:06.683037: step 932, loss 1.20487, accuracy 0.5, precision [0.5, 0.3333333333333333, 0.0, 0.6, 1.0, 0.0, nan, 1.0, 0.0], recall [0.3333333333333333, 0.3333333333333333, 0.0, 0.6, 1.0, nan, 0.0, 1.0, nan]
2019-02-19T18:00:06.841114: step 933, loss 1.16748, accuracy 0.6875, precision [0.5, 0.5, 0.0, 0.8, 1.0, nan, nan, 1.0, nan], recall [1.0, 1.0, nan, 0.5714285714285714, 1.0, nan, 0.0, 1.0, nan]
2019-02-19T18:00:06.995069: step 934, loss 1.40693, accuracy 0.5, precision [1.0, 0.3333333333333333, nan, 0.6, 0.5, 0.0, nan, 1.0, 0.5], recall [1.0, 0.25, 0.0, 0.6, 1.0, nan, nan, 0.3333333333333333, 1.0]
